ST004D01T,IC177Q01JA,IC177Q02JA,IC177Q03JA,IC177Q04JA,IC177Q05JA,IC177Q06JA,IC177Q07JA,IC178Q01JA,IC178Q02JA,IC178Q03JA,IC178Q04JA,IC178Q05JA,IC178Q06JA,IC178Q07JA,AGE,PV1MATH,PV2MATH,PV3MATH,PV4MATH,PV5MATH,PV6MATH,PV7MATH,PV8MATH,PV9MATH,PV10MATH,PV1READ,PV2READ,PV3READ,PV4READ,PV5READ,PV6READ,PV7READ,PV8READ,PV9READ,PV10READ,PV1SCIE,PV2SCIE,PV3SCIE,PV4SCIE,PV5SCIE,PV6SCIE,PV7SCIE,PV8SCIE,PV9SCIE,PV10SCIE
2.0,1.0,2.0,5.0,3.0,5.0,2.0,5.0,3.0,3.0,4.0,2.0,2.0,3.0,5.0,15.83,493.14,466.448,500.023,519.109,481.864,477.102,448.092,445.868,470.676,447.185,539.278,540.911,516.93,550.448,536.685,520.241,546.853,550.85,498.974,504.076,494.61,559.498,505.075,488.96,542.525,474.163,453.687,410.054,505.237,516.142
2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,,,,1.0,2.0,15.42,272.977,316.235,265.568,235.552,293.233,280.657,375.963,279.066,301.963,336.258,381.133,361.334,333.196,356.065,347.248,348.078,384.844,293.688,339.58,381.161,331.812,306.775,264.513,286.018,352.091,305.831,436.643,365.943,329.785,320.337
1.0,,,,,,,,,,,,,,,16.17,338.819,334.063,381.696,328.58,323.265,313.796,342.354,343.912,366.168,363.961,354.232,339.163,355.568,306.695,308.341,347.851,246.943,362.162,391.841,360.515,375.539,434.877,352.226,338.855,331.773,337.725,337.178,437.284,338.347,406.937
1.0,5.0,5.0,5.0,2.0,5.0,1.0,4.0,5.0,5.0,5.0,2.0,5.0,1.0,4.0,15.75,516.515,450.104,510.362,470.68,459.451,496.842,480.308,485.048,511.294,534.891,558.16,527.596,531.231,507.507,497.33,542.867,524.751,573.786,523.095,536.038,575.0,530.036,559.897,540.502,581.328,522.589,594.754,606.359,633.312,547.782
2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,15.58,422.07,475.992,448.567,432.841,406.239,447.835,455.575,431.413,419.112,462.878,390.128,466.334,449.2,420.321,399.397,452.051,437.436,452.778,439.009,418.07,357.309,402.128,356.17,361.024,370.266,352.497,376.971,484.575,376.645,374.867
2.0,5.0,5.0,5.0,2.0,4.0,2.0,2.0,5.0,5.0,5.0,2.0,4.0,2.0,2.0,15.75,434.046,419.977,389.67,441.144,426.426,415.848,382.839,381.464,420.526,351.919,373.319,367.144,334.007,442.445,396.857,317.875,405.319,389.703,426.083,329.275,453.528,432.142,363.967,453.116,438.25,426.478,465.764,416.308,474.418,429.207
1.0,6.0,6.0,6.0,1.0,,,,,,,,,,,15.58,332.436,352.646,371.359,373.5,394.706,365.469,341.313,382.997,388.397,378.387,341.267,348.847,329.522,378.644,348.443,338.351,319.621,316.12,355.197,326.844,370.362,354.065,410.631,427.583,415.054,398.196,394.027,363.274,432.456,394.864
1.0,,,,,,,,,,,,,,,15.75,421.02,413.623,400.97,441.338,400.289,404.142,456.664,463.017,447.905,429.981,450.589,500.825,476.078,445.307,441.098,477.648,463.976,473.898,439.4,483.499,449.999,442.282,438.835,407.408,404.752,468.494,483.169,472.819,445.276,415.312
2.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,15.75,358.968,341.092,412.858,393.644,358.028,370.737,380.602,375.415,365.256,381.667,375.753,329.015,382.097,359.587,402.583,348.63,342.35,384.299,382.737,394.513,414.572,413.449,413.68,508.693,453.653,424.971,415.683,434.356,514.022,493.136
1.0,,,,,,,,,,,,,,,16.17,290.825,327.511,344.907,297.096,328.765,334.554,343.527,348.782,308.524,286.689,341.739,348.353,364.526,335.597,373.315,332.213,386.638,384.836,330.365,321.829,262.621,249.481,244.59,239.587,380.042,300.791,311.203,275.228,247.766,266.491
1.0,3.0,5.0,2.0,2.0,2.0,1.0,1.0,3.0,5.0,2.0,2.0,2.0,1.0,1.0,15.92,491.321,458.984,478.281,453.592,478.098,480.677,494.158,477.176,479.812,472.637,662.884,520.62,410.124,475.434,488.027,556.579,528.307,486.278,514.896,532.71,480.853,402.333,447.757,460.551,461.746,469.508,451.581,455.376,490.097,478.82
2.0,,,,,,,,,,,,,,,15.5,319.971,315.371,357.028,404.008,338.775,397.588,354.41,354.559,364.963,367.89,342.471,370.889,325.243,346.851,335.299,335.604,281.531,338.047,323.861,336.172,381.384,336.948,414.784,367.765,422.875,380.659,431.582,365.808,382.945,412.694
2.0,3.0,3.0,3.0,3.0,,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,15.83,268.961,296.229,342.887,265.626,293.611,319.605,244.244,264.284,288.73,334.758,373.487,337.128,433.024,410.635,455.637,431.054,279.976,340.517,325.396,442.401,283.06,292.574,341.432,241.968,348.936,316.268,341.114,277.394,350.722,302.957
2.0,1.0,4.0,2.0,2.0,1.0,1.0,3.0,,,,,,,,15.83,296.64,389.196,360.531,311.527,374.699,307.01,313.784,348.817,307.458,307.786,418.571,447.534,365.071,333.904,389.7,352.316,391.149,306.152,353.812,380.968,361.323,401.786,429.984,419.003,413.748,387.401,456.948,405.073,361.141,430.762
1.0,1.0,3.0,3.0,3.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,15.33,472.765,449.365,473.437,438.578,435.845,431.677,406.079,434.63,461.509,485.446,523.23,519.954,534.977,571.329,495.114,551.021,535.696,556.384,557.962,530.082,554.516,475.515,550.917,558.513,446.492,547.874,545.65,476.746,589.463,561.832
2.0,4.0,5.0,5.0,3.0,5.0,3.0,2.0,4.0,5.0,5.0,2.0,5.0,2.0,2.0,16.08,450.377,444.187,441.841,424.539,442.076,495.689,432.342,432.447,442.053,432.839,484.777,421.264,533.709,487.232,476.92,452.691,512.348,447.65,480.556,487.105,433.762,392.938,420.254,430.746,430.811,447.659,472.894,434.661,421.779,415.837
2.0,2.0,4.0,4.0,1.0,4.0,1.0,1.0,,,,,,,,15.75,449.249,431.967,444.689,424.496,423.069,430.966,395.803,402.442,414.884,406.686,493.95,373.492,435.134,445.256,401.545,472.74,460.313,459.735,436.835,427.622,449.658,414.522,443.709,419.853,467.288,423.807,438.684,441.591,427.309,399.134
2.0,,,,,,,,,,,,,,,15.25,266.03,302.359,304.171,325.485,285.642,378.054,315.395,303.386,307.139,343.613,307.197,303.787,317.918,336.447,284.866,318.209,339.749,355.887,333.008,352.415,370.216,325.102,372.136,366.546,346.695,401.943,391.747,393.943,380.689,352.653
2.0,,,,,,,,,,,,,,,16.0,296.853,332.692,333.524,282.627,305.337,286.345,280.137,361.076,264.198,264.991,267.791,263.993,275.228,260.137,297.855,246.365,289.686,249.602,242.45,180.655,273.817,346.32,400.509,353.836,372.955,315.86,255.17,334.889,320.28,340.335
2.0,1.0,1.0,3.0,2.0,3.0,1.0,2.0,2.0,,3.0,2.0,,2.0,2.0,15.33,329.516,276.478,350.596,312.545,334.6,311.914,374.842,318.154,335.738,346.636,319.301,293.251,322.438,327.639,340.151,331.148,333.298,378.639,378.737,365.497,313.204,260.781,269.973,340.162,320.467,319.525,318.268,315.83,343.803,330.581
1.0,4.0,6.0,5.0,2.0,6.0,4.0,3.0,6.0,6.0,4.0,1.0,6.0,4.0,3.0,15.33,424.802,404.056,439.352,418.022,436.177,412.891,447.816,399.311,428.542,424.711,522.945,560.434,635.837,569.055,579.766,583.494,615.689,562.805,614.463,546.956,631.108,602.446,637.223,625.213,582.179,587.636,682.427,607.033,628.369,595.623
1.0,5.0,6.0,6.0,1.0,2.0,1.0,1.0,2.0,6.0,6.0,1.0,2.0,1.0,1.0,16.0,299.942,352.044,363.87,360.005,359.256,376.081,400.094,380.92,376.887,368.642,391.046,424.694,453.29,403.385,435.54,418.962,428.207,361.115,445.393,448.857,373.381,348.742,392.227,366.574,374.041,372.198,402.948,397.663,433.563,398.971
2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.5,323.733,320.018,323.756,332.609,325.116,292.066,324.799,335.939,370.427,315.103,340.771,327.411,317.992,329.732,320.521,289.65,307.934,340.8,280.29,323.127,410.04,325.851,366.212,388.315,388.606,332.77,410.514,386.73,422.206,425.23
1.0,,,,,,,,,,,,,,,15.83,299.647,296.495,353.844,294.356,265.039,294.693,318.096,340.691,317.087,331.688,338.049,328.147,333.916,288.616,430.633,380.289,318.037,390.879,358.779,337.048,281.096,277.467,323.001,299.772,293.768,331.029,389.474,337.425,349.958,350.99
2.0,2.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,4.0,2.0,4.0,2.0,4.0,2.0,15.67,268.497,342.775,286.361,300.176,259.909,303.07,273.05,284.469,273.056,247.786,205.389,283.998,249.858,191.374,239.772,225.413,188.263,262.807,300.269,186.606,350.253,370.304,367.546,291.191,365.106,345.967,352.492,348.035,338.282,346.141
2.0,,,,,,,,,,,,,,,15.67,498.184,454.995,476.809,454.758,419.091,462.249,474.699,451.633,449.789,477.43,395.428,350.342,368.42,330.045,435.902,377.116,454.062,404.783,345.643,368.669,447.191,427.924,446.811,471.884,449.009,449.58,456.768,438.379,389.244,467.115
1.0,,,,,,,,,,,,,,,16.08,394.638,344.921,425.444,350.53,404.247,296.638,363.465,397.635,343.697,356.955,463.229,426.702,445.421,416.15,410.234,367.735,420.82,383.057,403.932,427.236,459.639,411.474,404.346,407.16,444.691,397.268,386.57,407.293,352.263,393.821
2.0,,,,,,,,,,,,,,,15.92,237.889,270.038,296.293,312.796,283.513,274.784,285.209,265.595,258.305,276.834,271.39,255.581,265.831,272.913,298.981,270.255,298.326,310.416,292.148,280.675,295.929,335.711,362.696,372.342,383.025,350.649,447.619,373.447,388.96,428.924
2.0,,,,,,,,,,,,,,,15.58,302.352,382.206,369.48,349.924,322.004,368.216,281.002,331.101,333.918,301.248,373.626,343.363,323.196,373.751,339.425,358.557,345.912,349.722,367.948,365.041,377.954,395.721,353.237,368.655,375.075,365.834,333.08,292.721,316.004,411.55
1.0,,,,,,,,,,,,,,,15.42,295.943,300.504,290.827,299.894,316.461,314.782,310.345,313.533,300.747,299.775,277.944,265.541,345.813,315.128,291.794,316.329,360.38,370.248,215.52,261.176,324.016,341.307,324.916,320.751,333.866,362.764,280.171,351.32,277.916,303.357
1.0,4.0,6.0,6.0,1.0,6.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,15.5,429.032,408.224,394.925,405.266,409.258,378.014,421.998,407.59,427.643,373.068,433.116,427.569,411.913,425.591,435.579,409.362,457.284,459.64,441.461,408.675,453.872,478.459,415.377,450.778,463.332,478.091,430.847,496.312,524.718,371.775
1.0,,,,,4.0,,,,,,3.0,,,,15.42,305.074,293.592,299.843,290.8,287.985,307.833,287.797,272.887,258.623,319.461,268.696,317.362,279.102,330.703,294.842,321.271,355.773,305.52,309.127,313.533,339.877,309.348,309.816,321.655,283.445,335.864,279.208,287.702,305.82,315.83
2.0,,,,,,,,,,,,,,,15.58,331.137,358.75,361.226,344.687,350.702,342.598,324.516,362.439,382.208,316.527,344.246,347.046,354.557,358.788,328.628,330.817,335.508,353.752,342.904,302.631,367.772,370.853,339.869,393.526,396.694,382.23,296.841,369.096,405.934,356.022
1.0,,,,,,,,,,,,,,,15.42,348.091,378.98,392.579,415.268,374.235,396.554,424.277,349.921,401.306,390.276,402.257,358.745,375.286,410.838,319.954,404.279,406.385,365.975,376.444,380.473,326.032,340.172,353.369,404.925,396.441,379.999,372.91,327.172,344.148,392.763
2.0,5.0,5.0,5.0,3.0,3.0,1.0,1.0,5.0,5.0,5.0,3.0,3.0,1.0,1.0,16.08,425.534,423.532,472.125,429.207,428.809,464.298,453.662,438.018,446.623,425.209,544.133,463.708,493.795,433.034,409.37,436.256,480.888,473.085,420.033,491.258,553.5,490.608,499.128,489.248,499.624,515.606,490.671,538.195,494.628,497.098
2.0,4.0,4.0,,,,,,,4.0,,,,,,16.08,325.424,318.222,267.571,337.604,333.875,329.335,304.308,353.367,305.312,317.154,255.077,278.61,290.716,239.324,309.203,308.436,270.831,303.379,302.947,241.653,334.482,305.701,285.37,304.155,278.913,322.256,264.881,335.31,303.512,242.824
2.0,,,,,,,,,,,,,,,15.67,361.042,406.12,346.8,375.172,413.687,410.898,374.769,406.536,365.25,356.794,401.603,358.283,359.019,434.84,453.858,471.057,370.205,363.527,438.964,429.771,405.242,364.898,427.403,393.659,422.78,435.741,405.57,412.392,421.395,423.069
1.0,2.0,4.0,2.0,3.0,1.0,1.0,1.0,3.0,4.0,2.0,3.0,1.0,2.0,1.0,16.17,585.575,550.588,545.499,519.656,586.635,514.14,537.266,537.765,548.11,555.716,676.02,611.454,673.984,597.614,662.194,549.151,620.607,595.459,580.351,606.975,619.719,588.807,606.629,610.31,569.975,601.723,615.647,589.645,621.33,606.545
1.0,,,,,,,,,,,,,,,15.58,295.214,229.769,237.504,190.927,260.958,193.843,229.54,235.555,199.721,266.965,261.202,293.983,327.447,156.606,265.01,186.208,308.998,251.641,302.874,306.845,280.722,188.942,254.368,221.228,241.662,202.971,269.264,240.546,213.064,311.681
2.0,2.0,3.0,,3.0,4.0,5.0,3.0,3.0,3.0,3.0,4.0,6.0,2.0,5.0,15.25,367.189,431.983,375.911,364.635,367.361,395.107,408.541,402.735,392.293,385.018,412.368,488.299,401.724,404.944,411.031,392.26,415.967,398.679,391.949,325.03,559.782,461.145,447.089,482.288,493.907,468.899,468.579,524.054,447.298,463.629
2.0,,,,,,,,,,,,,,,16.0,499.495,501.544,487.579,538.489,527.174,530.665,506.463,500.615,528.913,467.951,510.091,538.722,515.073,488.431,549.995,554.873,508.378,574.318,543.915,477.596,575.067,536.154,528.436,605.945,534.123,563.548,554.728,558.767,543.861,522.008
1.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,15.5,408.254,423.604,362.561,381.43,413.888,427.002,404.98,424.214,476.758,400.233,465.196,426.078,453.031,392.359,385.995,436.18,425.809,464.759,443.929,390.912,418.852,377.795,298.966,358.409,385.728,408.633,337.029,409.794,382.464,363.811
2.0,,,,,,,,,,,,,,,15.83,267.341,280.4,283.712,264.91,259.417,333.689,260.944,324.924,320.681,313.19,250.059,203.934,233.829,284.739,182.847,181.547,198.375,238.157,271.606,201.325,300.259,284.253,347.926,254.066,249.557,302.414,241.728,281.611,288.95,252.608
2.0,,,,,,,,,,,,,,,16.17,333.801,256.126,320.017,300.649,319.529,286.873,262.335,280.446,313.638,276.058,251.677,263.792,243.887,271.807,234.677,272.694,208.765,246.476,238.027,295.183,322.307,267.569,290.478,289.154,281.286,301.662,270.669,259.289,341.398,304.937
2.0,4.0,2.0,4.0,3.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,15.67,378.368,371.87,351.919,361.93,351.451,365.381,378.954,390.496,372.271,358.053,533.104,487.984,483.031,503.828,496.28,469.092,511.878,532.719,495.192,530.597,391.8,395.834,435.1,416.144,432.911,413.284,390.134,380.199,448.072,429.047
2.0,,,,,,,,,,,,,,,15.83,329.062,352.992,294.585,312.282,329.055,287.849,318.613,317.182,349.645,286.633,333.612,399.586,252.89,315.506,322.348,342.615,315.984,353.514,295.43,293.717,251.713,351.783,236.29,280.646,265.424,272.161,244.615,316.933,240.67,283.239
1.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,6.0,6.0,,,16.0,440.572,392.092,409.148,430.386,393.762,412.383,414.236,462.003,467.002,437.9,438.182,440.4,431.593,407.292,445.722,415.469,416.004,446.569,483.813,439.458,370.61,381.357,468.969,404.191,386.472,392.863,424.92,389.996,502.851,406.398
1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.42,328.92,255.102,315.356,285.289,245.486,306.926,241.961,331.725,239.728,236.777,282.279,367.695,320.489,364.386,231.858,306.961,356.9,316.585,271.211,245.67,281.461,292.08,280.986,313.164,269.325,309.485,282.087,313.964,286.459,228.59
1.0,,,,,,,,,,,,,,,15.5,337.812,366.195,363.481,343.251,359.833,351.231,326.159,318.993,352.438,317.909,443.86,432.643,450.157,446.968,414.0,465.397,462.93,440.342,421.561,453.955,415.405,373.126,423.677,416.169,392.866,394.759,372.687,426.409,479.273,353.742
2.0,,,,,,,,,,,,,,,15.33,472.801,525.038,504.763,509.441,539.777,481.357,438.324,489.928,480.467,472.719,555.932,604.286,529.741,514.333,532.496,430.635,469.777,526.133,549.193,464.799,529.158,547.798,496.322,542.427,526.505,483.824,488.569,498.905,536.05,510.956
1.0,6.0,4.0,3.0,3.0,6.0,5.0,6.0,3.0,4.0,4.0,2.0,6.0,3.0,5.0,15.83,344.846,357.919,368.271,336.688,361.74,374.346,356.263,342.788,330.37,321.259,340.23,347.164,348.44,319.007,348.316,300.79,344.463,294.049,305.055,332.21,381.204,436.915,438.27,403.781,321.916,387.717,424.574,301.392,357.329,413.457
2.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,5.0,2.0,3.0,3.0,15.83,337.268,315.713,336.837,372.916,266.84,324.421,340.117,318.639,291.411,329.401,313.705,306.525,295.224,345.646,258.805,253.278,321.053,285.378,272.961,288.286,332.314,292.038,296.422,314.849,250.31,317.9,258.452,253.372,226.95,267.382
1.0,,,,,,,,,,,,,,,15.75,422.3,465.555,492.903,456.853,477.895,428.826,457.35,456.195,489.554,502.559,434.629,431.353,497.422,405.003,507.268,484.847,530.851,471.804,441.721,462.584,459.045,522.908,504.413,489.192,481.406,465.327,492.881,512.878,470.198,473.511
1.0,,,,,,,,,,,,,,,15.75,364.153,333.519,342.458,329.571,374.538,298.657,325.924,360.993,361.682,295.44,400.996,445.987,422.694,427.042,366.498,337.488,425.864,400.038,383.64,388.517,394.364,425.638,361.487,369.236,425.039,285.446,344.995,357.829,424.946,324.113
2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,,,,,,,,15.5,364.33,383.063,366.31,370.22,402.63,387.145,348.249,415.958,390.956,388.164,452.979,411.306,415.337,406.71,435.361,303.008,404.065,433.401,381.589,398.424,352.752,414.049,329.424,340.466,391.64,362.145,367.928,419.182,443.036,388.37
2.0,,,,,,,,2.0,3.0,4.0,2.0,2.0,4.0,2.0,15.58,287.072,284.081,295.95,270.508,282.176,296.558,288.188,325.983,247.756,251.964,192.157,215.518,278.454,306.027,250.217,224.192,257.662,210.555,207.72,177.277,281.88,303.515,246.09,261.421,293.971,263.098,295.555,309.466,272.897,248.964
1.0,,,,,,,,,,,,,,,15.92,325.844,320.703,327.087,314.41,306.186,317.925,333.925,295.237,323.423,287.236,430.247,380.589,417.598,413.212,391.363,410.796,382.253,400.07,392.813,366.084,431.29,378.823,417.872,377.276,287.332,387.142,366.67,337.835,391.106,361.919
2.0,6.0,6.0,5.0,3.0,4.0,6.0,1.0,6.0,5.0,2.0,3.0,,5.0,1.0,15.67,371.81,402.822,400.412,371.8,381.836,430.104,424.993,435.588,428.499,379.527,501.999,547.379,483.38,534.74,503.711,561.24,525.54,531.669,506.524,597.944,450.778,462.059,471.528,441.04,414.639,448.661,448.829,434.442,435.284,453.97
2.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,15.58,399.551,380.589,359.933,382.141,328.513,373.533,427.458,426.274,342.178,395.106,380.584,352.537,373.621,333.981,344.468,341.313,377.571,340.672,375.438,388.218,345.049,354.732,373.479,318.095,374.046,354.33,392.601,324.499,352.604,371.519
2.0,,,,4.0,,,,,,,5.0,,,,15.92,269.0,281.269,266.729,248.624,248.393,234.732,335.317,276.069,307.102,285.227,287.347,224.912,235.684,267.156,291.871,278.329,268.998,229.38,307.376,299.99,238.191,210.951,223.976,184.393,214.355,188.401,296.11,220.587,266.352,225.25
1.0,1.0,5.0,1.0,1.0,5.0,1.0,2.0,1.0,4.0,1.0,1.0,4.0,1.0,2.0,15.83,448.511,436.722,450.297,447.407,431.65,407.009,452.008,427.821,478.74,442.657,486.685,528.822,510.179,457.667,538.358,382.364,536.237,410.723,519.104,413.255,484.822,434.025,468.887,464.339,490.62,450.683,433.898,430.558,487.55,405.301
1.0,2.0,5.0,4.0,6.0,4.0,5.0,6.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,15.25,417.539,433.971,412.591,437.003,467.264,450.836,408.224,468.39,409.709,451.269,465.302,441.845,522.351,456.235,456.454,469.549,453.01,473.478,431.037,449.705,434.03,455.697,465.783,433.201,452.118,474.809,400.854,471.926,430.771,510.677
2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,16.17,432.046,426.677,458.968,440.829,417.78,498.673,460.648,418.351,484.426,469.083,502.312,504.362,501.012,520.534,496.299,520.602,474.797,508.392,471.999,486.222,515.224,488.364,493.425,507.098,538.707,565.392,510.911,494.801,474.964,514.237
2.0,,,,,,,,,,,,,,,15.92,338.528,368.252,323.689,317.226,367.57,342.12,284.589,369.135,368.685,323.561,328.125,344.931,292.661,295.56,379.476,311.326,273.972,390.735,389.951,321.973,391.76,396.715,314.86,304.82,358.957,350.455,335.916,384.736,370.36,333.29
2.0,,,,,,,,,,,,,,,15.33,295.937,264.057,230.165,278.676,293.021,286.486,302.946,344.991,325.264,276.493,301.223,275.19,280.443,287.532,294.112,302.792,292.907,295.105,284.758,247.069,366.337,390.148,353.706,372.656,354.414,294.883,379.034,371.888,294.775,352.826
2.0,,,,,,,,,,,,,,,15.92,316.662,322.733,311.934,347.787,315.705,309.175,330.376,312.127,318.73,334.94,250.652,230.507,355.786,340.788,288.033,273.529,307.933,254.893,352.266,324.482,268.072,284.154,305.396,334.044,268.903,286.221,292.627,332.416,344.014,350.638
2.0,,,,,,,,,,,,,,,16.17,276.823,371.421,304.373,316.339,323.171,311.066,291.376,369.35,374.163,334.47,298.034,309.305,308.989,360.578,335.969,351.193,289.258,359.368,399.101,337.314,382.633,377.684,423.212,402.879,362.576,392.137,386.069,415.907,395.512,383.325
1.0,,,,,,,,,,,,,,,15.92,331.887,371.766,335.472,355.984,334.064,368.336,388.582,372.61,352.247,383.094,374.547,437.967,329.965,354.019,386.465,467.975,396.928,390.514,418.58,420.936,311.515,451.757,326.337,387.328,351.549,398.816,378.762,439.879,403.358,393.705
1.0,4.0,4.0,6.0,4.0,5.0,1.0,4.0,6.0,6.0,6.0,6.0,4.0,1.0,1.0,15.33,339.566,339.613,309.697,364.126,357.723,289.073,376.63,326.476,399.105,356.419,281.001,323.813,314.997,319.83,350.071,278.986,340.608,288.179,344.128,281.561,314.543,296.371,317.535,251.363,283.261,278.068,289.354,371.609,372.834,355.817
1.0,,,,,,,,,,,,,,,15.25,425.43,359.437,425.659,356.553,384.93,392.422,407.45,397.399,415.259,322.884,410.264,453.941,475.181,428.275,459.014,398.829,419.672,402.586,428.627,418.049,343.43,368.099,396.394,358.439,413.449,327.089,339.05,395.472,362.475,341.611
2.0,6.0,6.0,6.0,1.0,6.0,1.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,15.33,356.253,373.239,415.565,398.983,406.699,362.975,399.501,422.895,405.823,381.416,314.609,339.637,312.106,443.486,420.264,352.515,421.606,440.934,321.508,389.739,365.482,362.341,397.342,342.461,387.34,368.128,370.182,387.0,406.821,364.407
2.0,,,,,,,,,,,,,,,15.83,422.263,405.968,389.748,427.261,402.056,407.361,468.661,383.811,474.134,452.094,516.952,492.311,519.167,480.661,525.72,514.481,491.86,500.431,502.994,509.679,448.398,467.717,440.469,465.007,446.654,466.611,492.265,395.152,495.292,473.927
1.0,3.0,2.0,4.0,2.0,1.0,1.0,1.0,3.0,,,,,,,15.5,346.942,384.516,343.059,393.305,392.715,419.76,340.067,372.854,372.892,391.071,458.029,514.766,503.151,498.967,438.849,512.833,445.821,482.479,456.185,484.066,434.379,437.838,422.1,477.143,369.434,482.599,429.981,444.456,411.979,437.518
1.0,4.0,6.0,5.0,,,,,,,,,,,,15.25,344.685,286.841,338.511,377.744,324.643,341.668,334.001,344.709,361.728,330.369,422.09,352.771,418.138,379.221,337.053,392.28,335.468,398.838,392.925,303.687,385.151,325.111,390.209,348.639,309.862,370.769,356.582,419.894,381.11,383.835
1.0,6.0,6.0,1.0,1.0,6.0,1.0,1.0,,,,,,,,15.5,409.77,350.413,411.637,391.787,405.164,370.321,370.796,364.537,412.608,374.092,387.927,424.3,420.298,388.077,407.658,416.207,383.78,428.45,418.847,426.252,453.386,379.963,444.586,447.918,407.877,413.0,397.237,485.254,418.034,446.178
1.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,15.33,612.555,571.59,609.186,546.387,603.514,530.792,554.773,578.634,610.438,548.24,598.708,664.425,645.454,598.414,595.443,575.331,565.452,529.354,602.585,600.261,611.079,610.827,624.351,613.622,667.799,583.967,572.311,536.257,582.998,613.727
2.0,,,,,,,,,,,,,,,15.33,308.169,315.703,317.118,331.012,329.196,289.372,303.212,275.893,345.741,276.082,267.621,296.793,270.496,285.951,383.734,270.347,284.63,301.214,338.46,358.516,306.969,344.76,299.467,324.986,372.456,326.911,310.308,260.157,310.278,296.257
1.0,,,,,,,,,,,,,,,15.5,407.21,398.012,428.573,422.605,465.727,402.223,433.104,413.425,414.015,437.502,469.947,393.912,447.39,468.739,488.723,493.354,457.584,460.009,443.92,430.463,453.6,447.273,425.896,458.439,450.367,457.466,425.836,475.275,419.464,456.727
2.0,,,,,4.0,,,,,,,4.0,,,15.42,278.573,271.59,295.286,293.086,252.34,350.872,304.521,323.971,322.16,338.459,313.352,391.686,298.611,325.966,318.566,404.755,345.94,442.122,405.973,436.731,336.266,293.563,340.122,263.723,272.991,342.982,250.057,335.682,356.541,351.925
1.0,1.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,16.17,587.272,612.285,555.698,540.604,580.397,558.447,569.834,532.261,571.55,608.826,591.591,555.186,567.001,533.503,551.742,522.842,636.523,569.98,554.768,579.566,604.297,534.71,553.966,527.711,543.342,564.477,583.039,608.542,625.504,687.256
1.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,15.83,356.891,363.79,375.86,369.76,375.225,390.243,350.863,355.583,356.952,397.373,479.157,399.812,408.49,418.14,455.205,441.336,386.539,458.186,438.443,432.825,423.723,387.141,460.077,447.828,398.767,527.818,352.546,506.862,373.636,476.593
1.0,2.0,2.0,3.0,2.0,3.0,4.0,5.0,6.0,1.0,3.0,1.0,3.0,4.0,5.0,15.83,325.08,328.912,329.307,384.839,333.645,363.468,347.417,337.54,314.63,333.588,234.937,298.124,258.979,300.681,217.265,253.295,311.921,288.742,292.335,268.652,344.502,330.585,378.069,391.8,372.899,353.748,336.439,359.453,380.803,361.374
1.0,,,,,,,,,,,,,,,15.33,328.024,356.274,311.178,363.585,349.061,261.979,413.865,296.037,348.279,334.675,230.573,345.044,263.952,340.413,324.819,286.87,297.556,281.267,300.797,313.328,411.95,481.254,458.41,484.132,420.201,383.687,526.445,421.638,460.29,467.717
2.0,3.0,2.0,4.0,3.0,2.0,3.0,3.0,4.0,1.0,3.0,2.0,1.0,2.0,2.0,15.58,591.179,582.636,562.183,613.197,598.802,624.581,562.464,642.256,610.842,631.041,600.991,601.606,609.386,554.547,597.988,570.868,566.396,625.94,617.078,589.806,555.761,505.587,547.046,533.111,544.249,589.987,489.379,552.583,564.825,509.509
