ST004D01T,ST326Q01JA,ST326Q02JA,ST326Q03JA,ST326Q04JA,ST326Q05JA,ST326Q06JA,IC170Q01JA,IC170Q02JA,IC170Q03JA,IC170Q04JA,IC170Q05JA,IC170Q06JA,IC170Q07JA,IC171Q01JA,IC171Q02JA,IC171Q03JA,IC171Q04JA,IC171Q05JA,IC171Q06JA,IC177Q01JA,IC177Q02JA,IC177Q03JA,IC177Q04JA,IC177Q05JA,IC177Q06JA,IC177Q07JA,IC178Q01JA,IC178Q02JA,IC178Q03JA,IC178Q04JA,IC178Q05JA,IC178Q06JA,IC178Q07JA,AGE,PV1MATH,PV2MATH,PV3MATH,PV4MATH,PV5MATH,PV6MATH,PV7MATH,PV8MATH,PV9MATH,PV10MATH,PV1READ,PV2READ,PV3READ,PV4READ,PV5READ,PV6READ,PV7READ,PV8READ,PV9READ,PV10READ,PV1SCIE,PV2SCIE,PV3SCIE,PV4SCIE,PV5SCIE,PV6SCIE,PV7SCIE,PV8SCIE,PV9SCIE,PV10SCIE
2.0,,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,15.67,462.638,483.963,467.895,480.419,509.142,477.183,461.238,457.374,504.282,460.477,457.525,465.201,398.708,442.895,402.236,454.31,420.119,412.021,431.25,451.291,541.171,532.415,506.054,531.79,484.936,489.304,527.504,469.393,456.605,518.618
1.0,,,,,,,5.0,,3.0,5.0,1.0,3.0,4.0,3.0,5.0,1.0,3.0,1.0,5.0,4.0,3.0,2.0,1.0,1.0,3.0,2.0,5.0,4.0,2.0,2.0,1.0,3.0,2.0,15.67,476.951,510.325,511.998,490.139,440.008,515.464,465.823,431.453,461.747,482.974,587.972,589.872,701.472,609.316,618.726,629.729,601.693,605.045,621.224,590.813,527.64,534.313,538.168,497.491,465.999,535.808,521.477,455.875,570.394,503.667
2.0,,,,,,,4.0,4.0,1.0,4.0,4.0,1.0,4.0,5.0,4.0,1.0,4.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,2.0,1.0,4.0,4.0,2.0,1.0,4.0,3.0,1.0,16.08,510.854,497.973,491.898,475.393,527.418,473.46,497.494,481.561,505.511,482.649,518.61,547.65,520.663,514.701,570.479,534.884,463.337,489.364,504.371,494.859,587.034,613.971,554.91,610.654,613.029,633.975,560.884,526.964,631.661,560.388
1.0,,,,,,,5.0,4.0,1.0,4.0,4.0,2.0,2.0,5.0,4.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,3.0,2.0,4.0,3.0,2.0,15.75,374.343,347.226,385.599,374.782,326.708,315.888,375.812,346.542,329.28,386.853,387.813,366.809,380.721,493.106,409.199,319.387,363.423,433.362,413.939,418.328,402.49,377.737,367.403,408.121,345.03,354.324,316.353,380.5,368.705,374.387
2.0,,,,,,,4.0,4.0,6.0,4.0,4.0,4.0,4.0,3.0,5.0,6.0,5.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,15.75,540.913,529.56,535.097,500.622,531.017,536.438,508.285,506.614,495.604,547.002,533.256,609.304,561.237,520.865,482.221,626.543,491.558,629.463,508.036,524.076,606.809,575.05,598.29,595.103,586.326,611.636,570.327,614.483,575.812,579.283
1.0,,,,,,,5.0,4.0,1.0,5.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,16.17,363.155,399.702,383.371,400.583,414.922,415.853,357.145,402.795,423.779,418.369,351.799,383.436,276.183,342.151,308.391,355.459,321.591,328.118,297.819,438.715,340.611,364.378,362.855,406.146,352.447,398.576,399.947,327.93,329.981,434.589
1.0,,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,16.17,365.741,342.913,330.931,365.924,393.27,362.506,379.224,372.666,334.19,374.351,324.481,394.352,307.56,287.163,395.569,399.559,381.364,346.361,355.456,327.993,303.634,377.289,352.618,306.966,374.949,355.261,368.67,338.855,312.902,377.163
1.0,,,,,,,5.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,15.5,381.119,401.862,422.938,361.939,360.745,388.373,341.833,397.204,394.213,362.429,378.982,391.003,410.593,384.889,401.739,373.719,373.443,401.723,420.016,367.592,404.725,443.885,487.868,427.613,356.149,344.76,436.403,388.379,410.388,387.659
2.0,,,,,,,5.0,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,15.92,472.579,472.521,442.676,465.595,449.461,452.459,477.366,465.171,409.457,461.574,503.304,470.852,500.513,491.74,506.07,496.99,461.691,478.915,465.327,454.718,530.013,530.915,449.001,494.215,443.181,522.845,505.195,505.368,476.364,532.418
2.0,,,,,,,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,3.0,5.0,4.0,4.0,3.0,2.0,3.0,2.0,2.0,5.0,5.0,5.0,2.0,4.0,2.0,1.0,15.58,511.433,573.141,558.948,581.104,560.639,586.617,573.888,533.781,540.436,541.569,555.448,520.469,557.926,559.88,577.627,580.787,619.084,551.223,521.049,583.136,581.353,572.584,599.737,618.21,597.118,634.672,582.902,596.37,618.001,565.899
1.0,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,1.0,4.0,4.0,2.0,4.0,2.0,3.0,3.0,4.0,4.0,1.0,4.0,1.0,4.0,15.42,423.534,421.033,441.174,393.448,422.54,425.034,416.339,409.43,396.556,436.698,536.458,533.001,500.907,423.324,503.904,474.443,481.028,473.232,426.812,503.368,474.374,452.383,467.984,481.304,474.959,508.888,496.688,473.02,492.153,475.404
1.0,,,,,,,5.0,5.0,1.0,5.0,5.0,1.0,5.0,5.0,5.0,1.0,5.0,1.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,4.0,3.0,2.0,3.0,2.0,1.0,15.42,566.256,487.481,532.529,502.812,572.61,512.531,536.285,542.517,554.063,529.353,533.96,512.095,548.296,512.06,566.612,548.939,541.596,564.822,527.701,581.231,630.058,580.623,592.116,576.542,586.102,563.364,600.098,570.457,601.582,637.638
2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.92,502.517,526.39,440.226,490.932,521.882,503.625,488.827,477.806,463.874,469.802,467.947,451.198,405.806,542.247,519.645,530.06,456.959,483.747,458.84,505.496,493.616,527.341,490.221,530.7,562.026,473.023,464.687,445.177,478.146,505.573
1.0,,,,,,,5.0,5.0,3.0,5.0,3.0,2.0,5.0,5.0,5.0,3.0,5.0,2.0,1.0,1.0,3.0,3.0,2.0,3.0,2.0,1.0,,,,,,,,16.0,588.914,556.985,536.968,562.661,573.032,536.119,517.823,522.16,582.447,506.555,655.138,661.368,602.377,648.211,614.568,559.302,548.497,598.036,638.378,546.62,572.573,571.388,539.456,577.28,541.358,544.494,523.442,562.844,572.032,534.429
2.0,,,,,,,5.0,5.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0,1.0,5.0,4.0,4.0,4.0,4.0,4.0,2.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,16.25,320.376,320.591,427.828,366.403,349.159,341.17,369.472,382.146,390.954,380.831,371.48,310.804,342.57,356.854,451.269,343.582,369.501,405.109,377.795,390.169,329.334,361.911,376.283,394.23,377.873,330.805,379.893,377.229,397.75,391.61
2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.67,409.006,441.58,345.641,353.807,355.212,451.772,360.476,385.251,425.103,436.78,375.425,506.697,379.381,363.358,389.489,500.816,395.608,356.351,440.263,497.695,399.926,478.684,358.306,369.89,364.843,450.249,380.075,318.791,406.483,472.692
1.0,,,,,,,5.0,5.0,5.0,5.0,5.0,2.0,1.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,4.0,5.0,1.0,5.0,1.0,3.0,2.0,6.0,6.0,2.0,4.0,1.0,3.0,15.83,453.462,478.168,448.394,472.822,450.548,416.974,454.881,478.526,505.882,490.952,567.533,659.311,595.627,555.758,577.779,590.754,565.96,560.398,598.693,645.566,482.541,516.594,485.104,509.569,502.75,506.673,522.094,491.753,543.678,534.133
2.0,,,,,,,5.0,5.0,6.0,5.0,4.0,3.0,5.0,3.0,5.0,1.0,5.0,3.0,5.0,4.0,5.0,,2.0,2.0,2.0,1.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,15.42,587.271,584.201,588.695,556.99,543.862,583.225,576.026,580.001,575.76,614.908,592.881,593.907,610.86,551.742,626.081,586.147,580.201,595.799,548.701,637.46,673.315,631.393,671.392,562.537,627.645,634.644,620.882,664.722,608.757,744.214
1.0,,,,,,,5.0,4.0,1.0,5.0,4.0,2.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,4.0,6.0,2.0,1.0,6.0,1.0,2.0,4.0,6.0,1.0,1.0,6.0,1.0,2.0,15.5,360.018,405.866,366.445,433.865,386.043,371.946,352.221,395.827,389.725,406.51,391.16,327.065,361.307,368.036,391.861,331.886,381.5,403.437,364.957,336.872,378.598,381.344,423.983,423.165,427.164,347.248,374.708,405.681,421.07,402.326
2.0,,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,2.0,6.0,6.0,6.0,6.0,2.0,6.0,2.0,6.0,6.0,6.0,6.0,6.0,16.08,462.85,440.513,460.06,456.025,458.398,455.314,414.146,470.855,422.22,440.051,451.489,455.771,494.007,474.374,498.819,504.478,408.938,440.132,515.336,475.926,485.243,481.376,500.337,517.67,485.945,464.7,469.293,477.139,445.603,497.038
1.0,,,,,,,5.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,1.0,2.0,4.0,2.0,2.0,4.0,2.0,3.0,3.0,5.0,3.0,2.0,5.0,2.0,3.0,16.33,609.822,560.092,614.283,635.293,629.436,638.985,660.841,611.057,622.507,625.058,626.336,646.651,617.139,683.717,624.128,652.77,634.362,655.044,690.401,600.45,648.7,596.744,609.357,617.341,615.077,644.739,684.294,632.994,657.064,611.837
1.0,,,,,,,4.0,5.0,4.0,4.0,4.0,1.0,4.0,4.0,5.0,4.0,5.0,2.0,1.0,2.0,4.0,4.0,2.0,3.0,3.0,2.0,1.0,4.0,4.0,3.0,2.0,2.0,1.0,16.0,454.431,418.727,456.624,442.082,473.377,464.832,460.707,445.021,435.401,488.622,512.006,551.454,548.994,527.187,549.456,526.076,546.709,529.534,497.716,567.592,504.938,536.576,552.214,545.482,588.782,528.298,519.998,559.57,467.44,551.505
2.0,,,,,,,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,4.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,15.5,508.171,498.095,575.177,573.911,529.373,562.416,548.699,516.557,504.811,564.852,506.662,533.948,543.512,546.578,529.681,531.99,559.17,511.704,526.155,572.245,558.056,572.172,599.702,634.096,556.497,543.335,569.017,548.546,585.39,586.442
1.0,,,,,,,4.0,5.0,3.0,5.0,4.0,4.0,5.0,4.0,5.0,3.0,5.0,1.0,3.0,2.0,4.0,4.0,2.0,4.0,1.0,2.0,4.0,5.0,4.0,2.0,5.0,1.0,2.0,15.83,452.906,450.731,437.131,492.972,440.235,478.413,468.694,437.995,431.41,443.448,550.266,512.075,519.672,584.467,531.748,564.027,509.713,580.122,531.426,508.834,497.912,531.98,536.591,496.992,494.679,502.991,501.954,502.432,550.495,501.423
1.0,,,,,,,5.0,5.0,1.0,5.0,2.0,3.0,5.0,5.0,5.0,1.0,5.0,3.0,2.0,2.0,3.0,3.0,1.0,3.0,2.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,15.67,410.187,384.83,458.642,399.163,470.975,436.409,439.218,448.472,478.59,441.471,492.197,469.999,492.033,467.097,473.12,430.686,454.083,509.5,453.953,518.936,426.818,418.233,465.953,377.429,512.569,440.649,448.919,464.998,462.119,483.799
1.0,,,,,,,5.0,4.0,1.0,4.0,3.0,1.0,5.0,3.0,5.0,2.0,4.0,2.0,5.0,3.0,4.0,5.0,3.0,2.0,1.0,1.0,3.0,4.0,4.0,2.0,2.0,1.0,1.0,15.42,471.212,483.127,457.346,512.442,539.005,517.801,503.442,510.865,491.616,474.318,553.177,574.337,600.218,559.885,550.045,561.861,563.948,581.183,596.505,585.076,551.453,543.55,529.514,524.22,509.367,510.796,554.208,507.864,583.781,514.042
2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.92,316.879,398.869,310.974,279.742,326.939,282.634,289.329,308.309,302.955,305.698,274.427,322.327,227.741,277.787,263.354,253.511,281.299,280.08,298.221,283.739,280.642,317.745,294.033,279.715,322.247,317.504,333.907,304.337,342.659,294.914
1.0,,,,,,,5.0,1.0,1.0,5.0,4.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0,4.0,4.0,1.0,4.0,2.0,1.0,1.0,1.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,16.25,498.396,487.322,536.038,465.582,552.527,542.253,500.365,510.086,521.084,472.328,579.482,595.994,605.048,594.19,614.426,617.167,607.927,639.37,636.7,566.284,572.556,543.294,574.32,551.982,596.788,586.002,519.513,583.325,558.32,471.266
2.0,,,,,,,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,4.0,4.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,16.33,556.903,552.415,454.45,493.654,511.178,532.507,510.311,502.18,524.296,532.175,607.742,645.065,539.649,575.738,622.902,589.039,608.208,479.455,633.488,529.397,551.529,622.908,559.418,576.178,632.68,595.753,604.901,570.084,586.12,564.758
2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.33,353.044,386.156,355.913,379.425,418.491,421.441,359.222,380.038,376.918,397.011,325.535,350.406,384.442,353.135,421.003,381.003,367.485,375.948,355.798,378.494,397.196,345.119,360.595,353.351,445.499,378.502,395.817,388.999,399.942,394.887
2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.17,589.912,583.894,611.896,590.158,585.457,679.384,605.263,589.078,601.894,635.961,713.433,655.813,658.14,638.649,653.161,791.234,693.662,677.575,603.11,733.192,676.965,625.273,663.134,634.55,625.302,775.416,710.739,654.162,626.376,671.686
2.0,,,,,,,5.0,5.0,5.0,5.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,4.0,3.0,3.0,2.0,2.0,2.0,1.0,16.0,518.209,552.511,512.465,506.204,510.274,469.833,529.912,521.757,550.996,567.075,561.54,546.837,517.055,559.229,466.47,507.987,500.714,439.321,506.654,599.318,559.625,560.12,501.41,603.761,530.817,492.263,574.176,528.735,576.38,551.395
1.0,,,,,,,5.0,3.0,1.0,5.0,4.0,3.0,5.0,4.0,4.0,2.0,5.0,4.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,3.0,3.0,4.0,1.0,2.0,3.0,1.0,16.25,576.594,546.64,555.939,567.852,563.022,514.675,517.246,537.544,537.243,566.458,604.223,599.15,572.831,621.75,568.143,608.754,662.151,575.233,653.69,567.687,599.976,610.314,570.778,641.461,553.182,609.054,610.857,639.721,624.328,614.445
2.0,,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,3.0,2.0,5.0,1.0,6.0,6.0,1.0,5.0,1.0,3.0,5.0,1.0,16.25,273.402,266.96,235.519,298.415,306.473,238.017,279.396,292.408,281.617,277.043,225.425,216.443,236.301,264.32,257.953,285.456,227.276,215.872,272.704,278.99,308.187,228.376,271.495,300.318,306.93,293.799,240.833,230.248,325.442,290.54
2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.58,399.469,467.419,463.685,407.035,418.244,486.33,418.217,406.894,431.803,480.782,457.806,437.144,492.376,468.05,449.138,509.982,406.86,413.25,445.526,455.625,496.02,537.497,525.688,468.641,501.583,504.237,491.378,447.947,458.949,514.588
1.0,,,,,,,5.0,6.0,6.0,5.0,5.0,6.0,4.0,5.0,6.0,6.0,4.0,6.0,6.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,15.92,531.192,516.689,535.389,560.527,491.382,552.773,525.838,500.359,556.576,533.9,499.479,526.422,534.905,530.613,474.134,488.729,511.983,494.975,543.583,482.645,522.443,510.147,549.112,567.186,533.016,557.13,523.782,548.765,509.719,501.667
1.0,,,,,,,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,15.42,341.84,356.585,395.92,368.478,439.605,424.671,320.265,277.967,388.631,334.47,418.54,478.065,446.118,455.982,506.25,443.708,444.319,449.97,486.844,458.862,357.129,441.369,486.204,446.983,481.903,473.713,360.532,423.03,400.776,375.545
2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.75,413.977,357.884,359.775,355.611,376.944,419.14,392.571,384.721,383.384,413.556,333.543,272.662,276.682,317.755,307.481,337.75,352.389,323.024,330.488,367.515,498.855,452.323,410.364,466.001,366.635,503.136,460.13,467.127,487.293,460.266
2.0,,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,15.75,441.493,445.78,449.743,412.948,486.359,432.764,440.448,404.56,450.579,428.476,480.086,383.95,426.101,468.744,478.104,380.51,504.923,443.038,476.098,388.42,476.745,443.289,478.748,497.156,504.068,472.671,547.047,512.149,496.792,465.423
2.0,,,,,,,5.0,5.0,1.0,5.0,5.0,2.0,5.0,3.0,5.0,3.0,5.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,15.42,639.212,633.802,640.505,659.495,619.103,655.203,616.592,689.358,641.898,632.605,750.433,675.007,771.881,707.093,702.775,731.051,709.43,646.483,711.449,719.965,699.395,634.619,608.349,699.357,636.065,654.258,611.365,648.703,645.626,640.759
2.0,,,,,,,5.0,5.0,1.0,5.0,1.0,3.0,2.0,4.0,5.0,1.0,4.0,1.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,15.42,574.844,644.539,603.073,639.148,666.061,624.193,648.498,612.491,651.114,623.728,672.671,684.328,585.786,564.722,619.256,646.399,702.78,639.268,698.113,694.706,600.491,667.925,619.806,629.134,643.697,609.548,657.957,609.467,650.085,644.215
1.0,,,,,,,5.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,4.0,5.0,3.0,3.0,4.0,5.0,4.0,16.08,602.881,572.321,563.33,548.526,580.768,539.907,504.939,567.575,549.051,550.485,643.712,598.646,594.579,633.316,665.996,571.951,599.094,569.973,584.831,609.957,654.305,612.261,601.018,601.139,583.684,599.7,589.147,564.538,566.764,605.192
2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,553.926,576.841,638.255,600.236,591.796,594.549,611.219,606.501,565.847,624.72,564.76,580.26,580.136,621.854,523.147,538.438,539.891,569.96,514.382,589.77,559.298,582.333,601.436,540.187,565.231,512.727,558.85,555.119,519.219,584.687
2.0,,,,,,,5.0,5.0,6.0,5.0,4.0,5.0,5.0,4.0,5.0,1.0,5.0,4.0,5.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,4.0,3.0,3.0,2.0,3.0,1.0,1.0,15.67,526.311,519.239,513.174,527.282,501.903,536.942,551.375,518.76,523.888,537.763,488.819,501.016,519.412,520.685,496.03,550.851,575.871,568.502,508.039,528.997,535.834,500.224,569.613,517.263,525.526,523.307,529.31,566.363,573.736,567.639
1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.75,359.624,454.944,375.611,429.775,394.438,443.754,440.075,418.638,458.089,400.642,439.164,413.395,395.374,498.232,445.549,452.09,494.478,447.103,441.942,454.083,435.859,441.349,384.692,436.349,389.538,444.053,457.67,423.448,427.17,416.64
1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.5,446.438,453.215,503.194,431.822,419.236,501.413,467.656,427.88,438.386,422.433,411.583,435.268,451.879,477.818,442.697,499.865,526.136,494.708,446.581,403.766,396.843,450.145,476.84,420.522,424.786,545.774,467.834,454.338,440.77,376.859
1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.17,294.256,296.764,356.904,352.402,279.434,328.997,308.111,358.307,327.076,302.303,279.73,323.046,325.668,305.844,297.72,326.02,327.772,296.783,304.254,321.046,285.784,360.106,388.488,315.049,272.298,341.226,338.874,342.776,345.977,322.427
2.0,,,,,,,4.0,1.0,1.0,4.0,1.0,3.0,4.0,1.0,5.0,5.0,5.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,15.5,491.749,449.382,491.625,465.669,501.448,465.484,485.387,480.457,468.317,484.622,444.854,446.282,486.7,511.835,442.744,438.827,467.879,496.395,520.397,454.74,501.434,491.993,533.09,507.962,521.014,493.166,509.28,510.753,525.116,510.953
2.0,,,,,,,5.0,4.0,1.0,4.0,5.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,5.0,1.0,5.0,4.0,3.0,5.0,1.0,6.0,2.0,4.0,3.0,3.0,5.0,15.58,507.108,481.267,487.565,484.346,498.591,502.86,529.731,516.171,533.537,488.716,445.166,515.48,546.23,510.853,478.228,485.65,513.204,528.36,537.856,491.058,541.874,567.212,550.424,558.855,542.764,564.49,567.105,543.233,538.633,573.239
1.0,,,,,,,5.0,5.0,1.0,5.0,1.0,4.0,4.0,4.0,5.0,1.0,5.0,,4.0,1.0,3.0,2.0,1.0,3.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,3.0,16.08,441.081,476.272,479.535,479.577,509.963,488.994,470.811,515.885,492.344,508.958,430.593,435.19,468.685,440.683,477.255,457.374,464.392,485.144,458.507,481.041,474.341,541.418,529.171,496.284,425.816,540.187,509.318,577.558,546.568,571.967
2.0,,,,,,,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,15.42,386.188,401.174,365.918,433.95,411.313,428.869,446.366,450.043,427.437,447.727,452.344,456.803,472.508,473.537,455.557,451.242,458.125,486.216,481.107,500.934,436.354,436.268,468.908,499.732,456.264,464.154,466.367,503.325,459.17,522.426
2.0,,,,,,,5.0,5.0,4.0,5.0,,5.0,5.0,3.0,,,,3.0,5.0,4.0,4.0,2.0,,4.0,3.0,1.0,4.0,3.0,3.0,2.0,2.0,2.0,1.0,15.83,357.836,348.955,377.32,335.209,364.79,360.34,389.009,344.425,346.814,356.143,403.689,367.558,402.904,357.888,371.064,425.151,373.581,357.822,414.19,402.375,409.864,354.969,466.957,376.961,351.155,424.091,387.975,387.437,442.196,415.096
2.0,,,,,,,4.0,4.0,1.0,5.0,3.0,1.0,4.0,3.0,4.0,1.0,4.0,1.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,15.83,505.496,514.73,518.811,482.63,533.765,535.086,524.427,491.898,537.146,513.398,646.241,600.628,648.631,604.78,701.899,655.543,603.887,577.508,624.816,639.504,538.257,542.233,607.038,568.613,572.29,620.028,597.517,546.163,584.059,590.513
2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,409.917,434.143,405.589,413.074,424.37,406.425,467.108,395.877,389.572,454.741,386.196,377.141,406.339,393.459,412.279,344.561,411.812,395.725,399.431,419.637,427.447,407.027,401.325,423.162,440.17,380.732,488.44,405.182,377.947,376.345
1.0,,,,,,,5.0,4.0,1.0,5.0,4.0,2.0,5.0,4.0,5.0,1.0,5.0,4.0,2.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,4.0,4.0,4.0,1.0,1.0,3.0,1.0,16.08,511.558,500.08,528.696,516.71,506.338,515.488,511.179,500.381,531.755,575.808,613.069,678.317,637.345,658.881,633.012,656.246,673.516,604.379,624.089,679.565,630.579,569.022,625.552,665.647,579.475,621.347,623.717,663.046,643.539,673.94
2.0,,,,,,,5.0,3.0,1.0,5.0,4.0,2.0,5.0,4.0,4.0,1.0,5.0,1.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,15.83,647.636,681.0,637.071,651.456,625.708,663.976,614.68,617.759,626.255,686.63,630.524,599.513,572.62,622.492,521.978,598.133,564.22,619.748,593.302,657.722,725.49,723.648,696.276,690.371,652.701,731.219,642.103,684.563,631.715,686.439
2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.83,508.237,514.75,538.069,492.151,534.857,566.265,526.65,512.849,505.489,558.503,570.465,524.79,559.922,610.659,599.002,546.18,586.162,582.553,590.249,525.282,557.637,548.049,624.853,555.053,605.963,631.192,583.009,574.791,555.497,559.358
2.0,,,,,,,4.0,4.0,6.0,4.0,5.0,3.0,4.0,4.0,5.0,6.0,5.0,1.0,4.0,2.0,4.0,4.0,2.0,4.0,1.0,1.0,6.0,4.0,5.0,2.0,5.0,2.0,1.0,15.42,564.318,547.552,556.318,579.564,575.345,588.34,571.699,592.597,600.395,577.81,543.58,575.893,615.677,595.219,611.67,631.051,608.177,585.247,628.038,638.852,610.693,664.701,645.624,682.911,646.823,752.201,632.34,644.033,660.585,649.898
2.0,,,,,,,5.0,5.0,1.0,5.0,3.0,1.0,1.0,2.0,5.0,1.0,2.0,1.0,2.0,2.0,3.0,6.0,3.0,3.0,3.0,3.0,2.0,3.0,6.0,3.0,3.0,2.0,4.0,16.17,444.987,438.167,422.389,438.881,469.087,432.041,431.067,436.392,410.712,465.002,485.156,384.98,419.923,578.827,490.65,502.807,521.454,495.58,485.893,447.975,471.973,451.715,435.044,449.234,456.573,492.578,485.153,462.854,444.559,456.511
2.0,,,,,,,5.0,4.0,1.0,5.0,5.0,5.0,5.0,3.0,5.0,1.0,5.0,3.0,3.0,2.0,6.0,3.0,1.0,1.0,1.0,1.0,3.0,6.0,3.0,1.0,2.0,1.0,1.0,15.67,433.244,454.168,467.606,416.663,435.046,450.535,489.394,446.631,452.07,437.389,465.177,495.049,501.531,474.891,448.963,495.203,510.273,461.551,467.128,462.0,445.999,496.538,496.089,473.048,433.589,502.886,499.96,507.097,454.398,494.112
