ST004D01T,ST326Q01JA,ST326Q02JA,ST326Q03JA,ST326Q04JA,ST326Q05JA,ST326Q06JA,IC170Q01JA,IC170Q02JA,IC170Q03JA,IC170Q04JA,IC170Q05JA,IC170Q06JA,IC170Q07JA,IC171Q01JA,IC171Q02JA,IC171Q03JA,IC171Q04JA,IC171Q05JA,IC171Q06JA,IC177Q01JA,IC177Q02JA,IC177Q03JA,IC177Q04JA,IC177Q05JA,IC177Q06JA,IC177Q07JA,IC178Q01JA,IC178Q02JA,IC178Q03JA,IC178Q04JA,IC178Q05JA,IC178Q06JA,IC178Q07JA,AGE,PV1MATH,PV2MATH,PV3MATH,PV4MATH,PV5MATH,PV6MATH,PV7MATH,PV8MATH,PV9MATH,PV10MATH,PV1READ,PV2READ,PV3READ,PV4READ,PV5READ,PV6READ,PV7READ,PV8READ,PV9READ,PV10READ,PV1SCIE,PV2SCIE,PV3SCIE,PV4SCIE,PV5SCIE,PV6SCIE,PV7SCIE,PV8SCIE,PV9SCIE,PV10SCIE
1.0,,,,,,,1.0,5.0,1.0,4.0,4.0,2.0,4.0,1.0,6.0,1.0,6.0,1.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,15.58,516.907,468.792,547.784,509.228,488.374,507.337,476.388,495.176,491.128,481.171,556.264,549.868,518.499,572.111,552.816,587.781,539.973,515.666,574.289,481.138,563.501,532.399,551.442,543.844,509.713,552.409,575.691,496.018,554.96,525.316
2.0,,,,,,,5.0,5.0,1.0,6.0,2.0,1.0,6.0,4.0,6.0,1.0,6.0,1.0,6.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,4.0,3.0,3.0,1.0,3.0,1.0,1.0,16.08,563.273,511.419,601.425,520.711,527.904,501.952,551.255,547.237,541.418,541.372,464.623,520.997,541.593,585.985,525.242,513.259,480.33,598.972,534.463,511.892,570.945,586.829,627.128,563.519,590.592,516.654,560.823,617.336,580.902,616.7
2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.67,482.492,416.159,369.367,502.01,414.236,409.57,435.725,418.983,429.775,419.977,535.993,380.497,482.591,494.524,478.826,412.845,452.708,519.081,530.083,490.887,494.938,438.259,453.631,487.827,485.225,392.403,464.708,484.027,484.952,474.877
2.0,,,,,,,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,1.0,1.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,16.25,568.693,612.61,611.15,583.649,616.048,594.069,601.935,613.646,609.398,603.771,577.664,611.033,545.678,545.83,607.26,596.337,551.25,633.897,606.117,495.628,550.366,581.848,566.07,575.016,578.545,546.152,564.92,590.751,598.25,568.169
2.0,,,,,,,5.0,5.0,1.0,5.0,5.0,4.0,4.0,5.0,5.0,1.0,5.0,4.0,5.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,4.0,3.0,4.0,1.0,2.0,3.0,2.0,15.5,626.422,625.825,567.281,654.526,636.2,619.68,629.235,685.048,685.237,611.939,704.63,666.406,619.173,671.334,664.185,650.213,676.535,676.941,709.204,616.927,708.945,730.46,619.857,742.327,714.896,672.434,693.222,797.705,801.945,698.973
2.0,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,15.92,463.753,463.887,432.97,412.197,449.988,479.519,456.837,486.301,449.124,426.913,485.281,469.303,505.564,426.953,498.817,504.884,469.153,491.394,468.519,458.003,435.634,439.401,461.654,434.295,457.254,482.516,447.063,506.74,415.256,450.122
2.0,,,,,,,4.0,5.0,1.0,1.0,4.0,4.0,4.0,4.0,5.0,1.0,5.0,1.0,1.0,3.0,4.0,5.0,6.0,5.0,4.0,3.0,2.0,1.0,2.0,3.0,4.0,5.0,6.0,15.42,275.293,323.302,309.333,325.067,343.334,276.596,381.158,370.036,326.359,329.023,445.231,455.871,394.323,470.886,452.68,419.878,362.279,422.619,418.151,357.014,355.544,380.781,358.503,412.927,441.076,341.586,363.218,434.28,416.11,409.475
1.0,,,,,,,5.0,4.0,2.0,5.0,5.0,3.0,5.0,3.0,5.0,3.0,4.0,1.0,1.0,1.0,3.0,4.0,2.0,3.0,2.0,2.0,1.0,3.0,4.0,2.0,3.0,2.0,4.0,15.42,446.756,451.266,472.553,460.026,448.078,451.698,487.407,420.363,437.718,468.839,618.241,549.859,462.755,450.416,482.214,489.285,538.73,487.975,583.759,543.29,518.715,525.643,492.583,504.816,559.499,538.177,513.153,470.851,491.484,541.135
2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.83,335.71,360.994,427.028,355.233,382.245,409.67,389.705,345.373,382.63,359.984,396.907,396.376,460.452,421.579,398.574,370.381,469.694,391.567,476.553,383.052,301.254,406.176,421.049,369.613,386.937,369.064,427.949,390.631,379.639,338.588
2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.5,419.789,392.002,415.685,477.292,453.525,418.244,419.735,466.472,448.475,405.471,401.92,432.359,399.953,409.934,404.955,440.12,430.677,482.037,428.116,452.226,439.543,425.795,435.239,421.818,403.699,466.138,382.126,459.941,463.416,428.713
1.0,,,,,,,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,6.0,6.0,3.0,5.0,3.0,5.0,3.0,6.0,3.0,4.0,5.0,2.0,4.0,15.5,385.562,405.71,405.853,322.253,411.385,361.102,418.796,391.745,408.4,388.367,399.41,440.485,395.232,374.594,383.826,387.373,354.343,393.495,417.851,403.771,393.485,417.694,405.813,372.337,381.915,399.759,404.775,441.674,468.651,390.902
1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.83,595.265,556.622,571.963,563.639,603.802,550.97,584.154,583.988,552.443,581.925,584.458,658.576,606.247,645.256,596.251,624.96,603.646,652.965,530.13,550.766,606.146,615.998,613.669,606.962,626.889,620.723,569.838,653.941,587.654,615.407
1.0,,,,,,,5.0,5.0,1.0,5.0,4.0,5.0,5.0,4.0,5.0,1.0,4.0,1.0,5.0,3.0,5.0,5.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,1.0,2.0,2.0,3.0,15.75,473.939,419.19,480.053,445.708,456.793,471.242,434.491,455.291,483.961,423.259,502.305,493.776,531.835,538.668,568.172,469.785,486.371,505.193,532.686,415.334,552.913,552.377,600.794,582.034,593.01,610.056,593.576,591.457,565.356,577.749
2.0,,,,,,,4.0,4.0,4.0,4.0,6.0,2.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,15.83,539.561,543.398,553.271,511.992,482.298,561.178,547.263,502.446,521.607,507.608,534.293,635.203,507.377,607.105,521.316,678.667,563.531,635.542,642.502,565.181,605.531,642.789,601.44,644.379,547.604,644.881,615.509,655.037,694.918,622.639
1.0,,,,,,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,15.75,301.309,350.764,309.984,334.504,378.118,334.195,355.311,326.573,313.636,299.587,293.655,367.232,386.521,344.689,334.337,378.299,372.3,263.982,372.505,340.012,333.607,347.347,347.443,326.252,361.848,374.029,328.39,265.507,337.232,342.617
2.0,,,,,,,5.0,4.0,1.0,5.0,1.0,1.0,4.0,1.0,5.0,1.0,5.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,15.58,555.372,551.264,523.295,573.551,566.814,568.177,532.473,589.552,570.126,587.853,542.467,556.004,632.991,498.338,603.372,579.362,543.961,670.442,526.074,533.775,548.594,550.967,562.277,529.573,572.465,577.635,569.713,564.182,544.921,553.197
2.0,,,,,,,5.0,6.0,1.0,5.0,1.0,6.0,5.0,1.0,5.0,1.0,5.0,1.0,5.0,1.0,2.0,3.0,2.0,2.0,3.0,5.0,3.0,1.0,3.0,2.0,3.0,2.0,6.0,15.58,465.52,461.301,500.971,450.019,455.906,496.085,464.982,465.477,473.841,489.371,499.48,525.83,508.563,520.202,629.062,562.436,499.327,564.043,524.219,507.733,535.13,563.448,582.441,574.979,585.209,560.716,565.862,578.95,568.0,592.598
1.0,,,,,,,5.0,5.0,6.0,5.0,5.0,1.0,5.0,6.0,5.0,6.0,6.0,6.0,2.0,3.0,2.0,2.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,16.17,591.553,564.845,574.604,584.312,568.915,556.07,570.241,623.527,594.648,533.798,665.691,810.157,684.766,641.88,615.079,677.317,711.521,699.233,705.951,584.45,661.637,663.555,669.45,617.593,616.676,642.661,709.05,659.467,663.195,607.835
1.0,,,,,,,5.0,5.0,1.0,5.0,1.0,1.0,5.0,5.0,5.0,1.0,5.0,1.0,1.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,1.0,4.0,4.0,2.0,4.0,4.0,4.0,15.92,373.801,409.76,425.257,420.341,426.936,367.932,451.419,402.761,437.229,434.379,449.615,492.002,490.63,485.003,459.886,474.838,500.178,481.403,510.699,447.832,449.548,497.971,472.833,482.726,457.605,440.905,475.03,442.323,439.462,475.574
2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.83,530.044,567.493,541.31,554.636,514.659,494.763,465.197,487.783,517.394,562.168,568.838,569.36,608.83,591.818,537.281,533.037,518.162,615.296,545.131,610.388,523.277,590.541,589.561,552.423,504.625,513.265,462.477,531.768,512.136,592.587
1.0,,,,,,,4.0,5.0,4.0,5.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,15.42,417.776,450.996,417.307,454.625,476.488,455.92,462.452,455.42,427.606,514.362,554.503,592.269,591.187,627.096,581.281,580.757,590.227,593.462,544.003,617.423,483.079,579.997,541.662,569.954,517.34,541.492,543.938,541.163,528.931,584.704
1.0,,,,,,,5.0,5.0,1.0,5.0,5.0,1.0,5.0,4.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,15.92,414.732,436.536,367.939,437.973,416.782,397.388,395.968,417.787,448.699,412.336,457.828,442.833,464.871,506.719,478.186,485.426,464.148,396.374,488.308,490.558,478.051,478.602,459.199,516.387,495.673,488.276,453.327,462.931,463.805,478.291
1.0,,,,,,,5.0,5.0,1.0,5.0,5.0,5.0,5.0,4.0,4.0,1.0,4.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,16.17,434.089,418.674,408.879,398.358,402.077,412.323,404.189,410.282,444.032,465.358,458.276,483.478,385.054,425.859,407.94,506.177,433.963,386.867,446.408,479.762,411.383,392.7,460.022,460.276,395.101,450.522,407.659,430.596,470.61,451.593
2.0,,,,,,,5.0,5.0,5.0,5.0,4.0,3.0,5.0,2.0,5.0,5.0,4.0,2.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,16.0,480.17,500.325,460.614,494.775,475.008,506.016,492.844,504.772,464.638,460.656,537.32,558.044,543.521,579.943,554.688,574.831,518.146,574.735,515.58,540.987,510.146,575.026,498.346,526.275,509.454,553.778,514.37,551.839,521.898,508.736
1.0,,,,,,,5.0,4.0,1.0,,4.0,,,5.0,5.0,1.0,1.0,1.0,1.0,4.0,5.0,3.0,2.0,6.0,2.0,1.0,4.0,5.0,4.0,2.0,6.0,2.0,1.0,15.67,379.088,437.104,406.394,454.246,445.249,448.201,355.838,429.574,428.872,390.917,400.562,502.635,546.026,511.567,497.497,491.23,399.631,482.949,445.472,456.668,489.204,503.796,528.531,511.325,536.709,452.593,475.646,510.097,501.281,506.311
1.0,,,,,,,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,4.0,4.0,15.5,458.386,436.417,468.26,436.38,448.183,474.52,403.07,471.691,463.173,431.174,524.813,473.342,490.228,498.89,502.321,527.949,464.13,489.065,497.901,505.84,477.914,395.235,417.03,464.856,507.549,472.485,424.166,424.874,448.235,490.341
2.0,,,,,,,5.0,5.0,5.0,5.0,5.0,2.0,5.0,4.0,4.0,1.0,4.0,2.0,1.0,2.0,6.0,6.0,1.0,3.0,1.0,1.0,2.0,6.0,6.0,6.0,2.0,1.0,1.0,15.58,322.633,407.931,399.048,381.713,341.005,360.862,328.687,346.987,343.963,371.054,395.207,419.238,405.73,459.415,348.239,384.508,417.009,432.564,340.597,310.629,265.673,324.353,382.512,346.522,395.716,355.512,371.485,352.226,381.379,305.627
2.0,,,,,,,5.0,5.0,1.0,1.0,5.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,4.0,1.0,2.0,1.0,1.0,15.5,466.613,455.559,466.474,476.852,490.759,451.142,452.957,443.271,466.636,489.31,498.528,486.097,491.259,467.308,488.57,459.807,520.439,467.652,493.389,520.483,503.202,452.893,533.863,546.978,479.796,461.116,507.099,538.554,511.309,499.105
1.0,,,,,,,6.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,15.83,316.296,330.904,412.127,347.902,357.773,344.786,334.974,336.289,403.202,356.374,365.898,390.606,469.563,400.167,428.422,430.105,472.071,483.61,501.325,456.764,379.618,383.598,431.682,415.697,338.358,399.742,365.563,411.301,415.885,383.832
2.0,,,,,,,5.0,1.0,1.0,5.0,4.0,4.0,5.0,2.0,5.0,1.0,5.0,1.0,5.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,4.0,3.0,4.0,2.0,2.0,3.0,1.0,15.67,546.328,550.526,553.037,542.788,514.71,529.351,533.547,545.337,555.38,571.39,613.134,633.181,638.34,645.639,604.773,625.575,701.999,633.313,599.726,675.999,618.637,633.486,632.455,638.539,613.521,614.591,622.044,621.794,596.08,685.447
2.0,,,,,,,5.0,5.0,6.0,5.0,3.0,2.0,5.0,5.0,5.0,1.0,5.0,2.0,5.0,5.0,3.0,5.0,1.0,2.0,1.0,4.0,5.0,2.0,5.0,2.0,2.0,1.0,5.0,15.67,423.601,338.671,369.033,371.883,394.593,366.62,358.222,374.946,382.293,325.366,427.757,404.392,408.095,418.324,361.737,390.566,409.74,401.867,426.247,420.258,456.353,364.346,421.826,441.306,440.586,420.355,392.522,405.816,467.516,355.839
1.0,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,16.17,326.925,326.655,335.473,410.19,332.273,323.073,359.656,329.168,326.504,409.793,399.005,448.562,394.079,438.041,385.74,430.625,408.074,395.965,411.983,445.071,347.472,315.072,367.799,384.191,318.972,316.716,387.026,344.631,341.135,423.373
1.0,,,,,,,5.0,5.0,1.0,5.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,1.0,1.0,4.0,6.0,6.0,1.0,6.0,6.0,6.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,16.0,247.89,401.339,351.77,281.059,253.673,336.878,241.15,351.99,343.65,297.243,341.411,347.619,335.649,326.405,340.221,381.021,352.634,345.515,352.579,336.217,362.637,451.977,350.27,381.884,380.209,385.101,396.727,442.558,449.358,395.576
2.0,,,,,,,5.0,4.0,2.0,5.0,5.0,4.0,4.0,2.0,5.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,15.33,605.77,560.902,525.957,597.627,578.067,576.095,582.302,575.96,550.83,582.878,615.98,600.122,640.755,638.207,628.714,671.264,705.755,665.351,640.168,643.529,632.135,629.02,650.051,687.782,620.05,677.865,721.442,698.421,681.083,668.504
2.0,,,,,,,4.0,4.0,1.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,5.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,16.0,417.932,388.445,372.921,358.155,380.22,377.351,364.859,380.023,382.664,364.327,380.517,384.485,375.947,397.718,383.294,397.922,397.256,354.825,347.005,396.276,422.248,411.706,400.888,421.417,416.19,422.816,428.454,344.451,420.235,418.592
2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.92,356.591,365.898,302.887,330.012,307.312,347.74,321.274,352.799,314.305,325.462,376.448,300.271,288.883,364.257,329.174,310.671,344.652,328.978,281.858,357.606,337.91,376.761,246.607,319.878,328.122,352.157,312.41,321.608,325.323,389.903
1.0,,,,,,,5.0,2.0,1.0,5.0,5.0,2.0,4.0,4.0,5.0,1.0,3.0,5.0,3.0,4.0,5.0,4.0,1.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,15.83,475.853,453.657,496.834,478.157,458.682,480.726,462.717,466.265,434.372,475.464,476.596,542.636,482.661,563.658,432.263,541.557,585.312,512.508,547.381,507.469,478.519,527.203,491.598,542.422,500.87,525.226,540.91,501.182,551.566,533.9
1.0,,,,,,,4.0,5.0,1.0,5.0,5.0,3.0,5.0,3.0,5.0,1.0,5.0,2.0,1.0,2.0,4.0,3.0,2.0,4.0,2.0,1.0,,,,,,,,15.67,426.659,460.436,399.329,467.471,415.169,466.124,493.868,492.088,454.26,454.431,515.464,569.338,590.362,592.218,567.676,546.698,652.215,589.066,500.808,572.606,545.647,523.329,540.012,531.048,494.077,547.712,580.678,540.922,495.801,538.679
1.0,,,,,,,5.0,4.0,1.0,5.0,5.0,3.0,5.0,4.0,5.0,4.0,5.0,1.0,3.0,3.0,4.0,2.0,2.0,4.0,2.0,5.0,2.0,4.0,2.0,2.0,4.0,2.0,4.0,16.08,541.081,509.244,479.391,530.885,532.862,534.54,496.567,535.054,521.46,526.932,542.718,581.392,447.593,509.035,540.934,532.693,563.647,603.599,608.076,563.053,606.635,565.252,542.275,579.534,589.76,566.315,540.851,577.623,559.826,564.94
2.0,,,,,,,4.0,3.0,2.0,4.0,2.0,4.0,4.0,3.0,5.0,3.0,5.0,3.0,4.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,15.58,530.213,508.27,491.348,492.821,510.513,531.143,478.306,525.115,478.12,506.776,536.636,549.069,545.105,510.906,561.497,554.227,543.875,511.99,537.837,504.271,533.624,522.463,527.161,578.58,564.085,598.151,530.262,518.888,538.342,536.339
2.0,,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,16.08,475.919,484.689,419.047,424.11,456.874,472.908,447.925,450.29,436.178,425.568,467.456,506.988,429.433,482.585,478.501,478.478,510.345,508.955,539.219,528.49,401.749,432.635,416.847,415.666,482.841,449.088,450.495,441.967,459.638,452.337
1.0,,,,,,,5.0,5.0,5.0,1.0,1.0,1.0,5.0,4.0,5.0,1.0,5.0,1.0,5.0,2.0,4.0,4.0,3.0,3.0,2.0,1.0,1.0,5.0,4.0,1.0,3.0,1.0,1.0,15.5,473.896,502.854,476.549,469.699,431.551,496.129,504.418,461.251,497.142,440.865,651.716,577.821,628.888,602.25,517.438,549.901,643.216,559.308,590.242,547.709,558.75,537.692,545.064,518.682,492.798,511.618,526.854,500.775,543.649,497.628
1.0,,,,,,,4.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,16.17,430.322,532.327,515.489,494.598,498.098,522.937,483.749,504.903,517.869,488.823,512.956,577.259,518.5,489.194,550.238,497.837,511.797,520.077,430.064,568.265,436.06,524.911,488.906,472.653,500.0,467.856,489.939,459.466,480.008,480.552
2.0,,,,,,,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,15.58,350.802,343.744,395.696,364.475,358.154,361.616,367.154,329.716,349.777,304.434,439.308,395.063,468.554,350.024,393.952,372.605,408.648,392.09,435.22,404.031,351.258,356.125,413.7,363.839,355.691,363.235,395.648,344.298,362.837,336.709
2.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,6.0,3.0,6.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,15.58,303.792,341.624,273.719,322.824,301.774,305.076,324.364,275.953,320.105,298.065,365.677,362.215,347.596,340.67,307.208,279.612,333.022,337.174,372.965,310.699,320.183,302.794,295.268,304.758,299.125,316.468,311.428,269.162,399.597,274.372
1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,393.786,403.49,455.054,387.962,443.342,406.849,454.226,394.345,426.591,451.551,427.533,385.021,474.407,309.252,470.566,445.755,380.301,445.201,386.05,377.244,366.883,406.062,438.197,344.329,445.738,433.69,406.736,376.107,401.317,427.542
1.0,,,,,,,5.0,1.0,1.0,5.0,5.0,3.0,5.0,5.0,5.0,1.0,5.0,3.0,5.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,3.0,2.0,4.0,1.0,1.0,2.0,1.0,15.58,655.447,632.378,613.768,637.863,584.836,628.354,595.537,636.072,654.051,650.229,799.293,740.803,728.136,814.82,680.849,741.972,784.554,745.244,766.123,727.738,636.811,671.804,645.204,644.71,626.385,643.151,698.47,644.097,677.848,637.903
1.0,,,,,,,5.0,1.0,1.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,1.0,4.0,2.0,4.0,1.0,1.0,2.0,1.0,3.0,2.0,5.0,2.0,2.0,2.0,2.0,3.0,15.92,401.31,380.389,395.36,359.649,442.613,358.558,401.643,421.571,434.303,436.996,491.009,481.613,538.305,437.401,526.782,499.59,476.18,551.845,498.008,486.58,360.592,371.395,347.969,394.135,358.449,335.373,367.629,377.377,365.183,358.508
2.0,,,,,,,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,16.17,424.103,419.516,389.593,390.034,429.339,378.845,426.142,418.983,397.478,359.635,474.935,417.769,347.701,366.716,509.029,386.496,344.171,386.151,364.712,348.671,388.491,324.442,283.222,301.717,401.789,308.314,274.052,308.166,260.092,311.624
2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.75,480.051,426.205,468.752,438.893,443.866,459.009,428.359,451.864,436.821,454.403,567.83,442.502,514.03,541.879,543.724,520.515,445.784,561.749,544.072,525.778,522.351,487.938,502.262,499.428,518.767,494.062,482.808,504.382,505.656,527.423
1.0,,,,,,,5.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,16.25,471.061,425.718,440.352,409.094,472.709,447.385,454.873,405.978,409.225,442.722,578.726,533.301,543.711,502.165,456.236,572.724,405.322,478.408,562.318,521.177,542.576,573.466,506.528,466.08,512.154,508.265,471.403,473.038,485.998,506.535
2.0,,,,,,,5.0,5.0,1.0,5.0,4.0,1.0,2.0,5.0,5.0,1.0,5.0,1.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,15.42,584.971,625.312,609.05,643.136,580.315,594.215,655.088,595.892,619.891,652.622,681.438,698.247,669.382,664.425,591.305,646.931,666.966,686.248,676.087,659.675,638.033,713.554,692.438,688.889,617.84,677.775,702.818,686.061,721.829,743.895
2.0,,,,,,,3.0,4.0,2.0,4.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,15.58,427.986,463.016,470.228,417.673,452.216,423.66,418.457,442.934,426.984,429.958,486.494,513.875,521.632,473.43,547.475,448.411,477.464,478.503,483.003,459.283,440.469,442.116,495.956,363.811,478.235,405.526,382.147,421.732,463.332,437.701
1.0,,,,,,,4.0,3.0,4.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,6.0,2.0,6.0,1.0,3.0,,1.0,1.0,3.0,1.0,,,,,,,,15.42,364.235,332.587,340.042,398.531,393.654,345.105,389.254,346.796,396.839,340.842,417.483,433.44,408.529,475.938,430.642,376.096,491.882,431.9,429.035,418.724,391.644,381.079,390.511,455.672,439.381,417.134,376.957,396.518,437.837,449.361
1.0,,,,,,,3.0,5.0,2.0,5.0,4.0,2.0,5.0,3.0,5.0,2.0,5.0,3.0,2.0,2.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,15.5,449.01,470.137,430.817,412.898,392.961,414.555,392.59,438.107,402.45,432.306,414.837,465.356,382.573,355.771,395.467,406.018,398.003,441.526,379.539,409.725,342.879,433.947,403.557,309.375,374.484,312.812,355.779,386.159,361.826,426.61
1.0,,,,,,,1.0,2.0,2.0,4.0,4.0,5.0,5.0,1.0,2.0,2.0,3.0,3.0,5.0,1.0,2.0,3.0,4.0,5.0,6.0,5.0,1.0,2.0,3.0,4.0,5.0,6.0,6.0,16.0,223.772,254.045,262.393,307.954,238.901,230.187,266.452,274.805,239.636,257.312,314.407,329.323,280.407,382.898,281.836,375.316,324.754,292.078,303.474,336.71,243.244,308.1,379.736,400.825,311.714,362.989,356.282,324.09,316.8,319.867
1.0,,,,,,,5.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,4.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,4.0,3.0,2.0,2.0,1.0,15.42,503.924,511.653,530.764,518.889,514.072,483.247,533.811,529.085,549.712,543.623,592.66,522.636,558.578,540.418,528.296,507.93,536.399,544.548,530.478,567.455,603.922,581.109,585.911,614.961,572.67,629.081,605.727,692.658,638.086,604.946
2.0,,,,,,,2.0,4.0,3.0,4.0,4.0,4.0,3.0,1.0,4.0,4.0,4.0,3.0,3.0,,,,,,,,,,,,,,,16.08,548.773,494.52,509.371,514.75,516.419,467.89,467.102,492.478,447.42,518.562,502.753,478.88,507.815,508.309,553.397,508.432,568.649,517.178,507.388,601.367,513.282,503.793,512.073,531.467,544.627,580.084,521.863,590.725,495.794,655.702
